AdventureWorks2012,Sales         ,vStoreWithContacts               ,BusinessEntityID              ,integer,
AdventureWorks2012,Person        ,vAdditionalContactInfo           ,EMailSpecialInstructions      ,nvarchar,
AdventureWorks2012,Person        ,vAdditionalContactInfo           ,EMailTelephoneNumber          ,nvarchar,
AdventureWorks2012,Person        ,vAdditionalContactInfo           ,ModifiedDate                  ,date,
AdventureWorks2012,Person        ,PersonPhone                      ,BusinessEntityID              ,integer,
AdventureWorks2012,Person        ,PersonPhone                      ,PhoneNumber                   ,nvarchar,
AdventureWorks2012,Person        ,PersonPhone                      ,PhoneNumberTypeID             ,integer,
AdventureWorks2012,HumanResources,vEmployee                        ,BusinessEntityID              ,integer,
AdventureWorks2012,HumanResources,vEmployee                        ,Title                         ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,FirstName                     ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,MiddleName                    ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,LastName                      ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,Suffix                        ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,JobTitle                      ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,PhoneNumber                   ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,PhoneNumberType               ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,EmailAddress                  ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,EmailPromotion                ,integer,
AdventureWorks2012,HumanResources,vEmployee                        ,AddressLine1                  ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,AddressLine2                  ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,City                          ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,StateProvinceName             ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,PostalCode                    ,nvarchar,
AdventureWorks2012,HumanResources,vEmployee                        ,CountryRegionName             ,nvarchar,
AdventureWorks2012,Sales         ,SalesTerritory                   ,TerritoryID                   ,integer,
AdventureWorks2012,Sales         ,SalesTerritory                   ,Name                          ,nvarchar,
AdventureWorks2012,Sales         ,SalesTerritory                   ,CountryRegionCode             ,nvarchar,
AdventureWorks2012,Sales         ,SalesTerritory                   ,Group                         ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,BusinessEntityID              ,integer,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,Title                         ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,FirstName                     ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,MiddleName                    ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,LastName                      ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,Suffix                        ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,JobTitle                      ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,Department                    ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,GroupName                     ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartment              ,StartDate                     ,date,
AdventureWorks2012,Person        ,PhoneNumberType                  ,PhoneNumberTypeID             ,integer,
AdventureWorks2012,Person        ,PhoneNumberType                  ,Name                          ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,BusinessEntityID              ,integer,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,Title                         ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,FirstName                     ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,MiddleName                    ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,LastName                      ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,Suffix                        ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,Shift                         ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,Department                    ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,GroupName                     ,nvarchar,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,StartDate                     ,date,
AdventureWorks2012,HumanResources,vEmployeeDepartmentHistory       ,EndDate                       ,date,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,BusinessEntityID              ,integer,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,Title                         ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,FirstName                     ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,MiddleName                    ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,LastName                      ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,Suffix                        ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,PhoneNumber                   ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,PhoneNumberType               ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,EmailAddress                  ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,EmailPromotion                ,integer,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,AddressType                   ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,AddressLine1                  ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,AddressLine2                  ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,City                          ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,StateProvinceName             ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,PostalCode                    ,nvarchar,
AdventureWorks2012,Sales         ,vIndividualCustomer              ,CountryRegionName             ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,ProductID                     ,integer,
AdventureWorks2012,Production    ,Product                          ,Name                          ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,ProductNumber                 ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,Color                         ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,SafetyStockLevel              ,smallint,
AdventureWorks2012,Production    ,Product                          ,ReorderPoint                  ,smallint,
AdventureWorks2012,Production    ,Product                          ,StandardCost                  ,money,
AdventureWorks2012,Production    ,Product                          ,ListPrice                     ,money,
AdventureWorks2012,Production    ,Product                          ,Size                          ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,SizeUnitMeasureCode           ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,WeightUnitMeasureCode3        ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,Weight4                       ,decimal,
AdventureWorks2012,Production    ,Product                          ,DaysToManufacture5            ,integer,
AdventureWorks2012,Production    ,Product                          ,ProductLine6                  ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,Class7                        ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,Style8                        ,nvarchar,
AdventureWorks2012,Production    ,Product                          ,ProductSubcategoryID9         ,integer,
AdventureWorks2012,Production    ,Product                          ,ProductModelID0               ,integer,
AdventureWorks2012,Production    ,Product                          ,SellStartDate1                ,date,
AdventureWorks2012,Production    ,Product                          ,SellEndDate2                  ,date,
AdventureWorks2012,Production    ,Product                          ,DiscontinuedDate3             ,date,
AdventureWorks2012,Sales         ,vPersonDemographics              ,BusinessEntityID              ,integer,
AdventureWorks2012,Sales         ,vPersonDemographics              ,TotalPurchaseYTD              ,money,
AdventureWorks2012,Sales         ,vPersonDemographics              ,DateFirstPurchase             ,date,
AdventureWorks2012,Sales         ,vPersonDemographics              ,BirthDate                     ,date,
AdventureWorks2012,Sales         ,vPersonDemographics              ,MaritalStatus                 ,nvarchar,
AdventureWorks2012,Sales         ,vPersonDemographics              ,YearlyIncome                  ,nvarchar,
AdventureWorks2012,Sales         ,vPersonDemographics              ,Gender                        ,nvarchar,
AdventureWorks2012,Sales         ,vPersonDemographics              ,TotalChildren                 ,integer,
AdventureWorks2012,Sales         ,vPersonDemographics              ,NumberChildrenAtHome          ,integer,
AdventureWorks2012,Sales         ,vPersonDemographics              ,Education                     ,nvarchar,
AdventureWorks2012,Sales         ,vPersonDemographics              ,Occupation                    ,nvarchar,
AdventureWorks2012,Sales         ,vPersonDemographics              ,HomeOwnerFlag                 ,bit,
AdventureWorks2012,Sales         ,vPersonDemographics              ,NumberCarsOwned3              ,integer,
AdventureWorks2012,HumanResources,vJobCandidate                    ,JobCandidateID                ,integer,
AdventureWorks2012,HumanResources,vJobCandidate                    ,BusinessEntityID              ,integer,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Name.Prefix                   ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Name.First                    ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Name.Middle                   ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Name.Last                     ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Name.Suffix                   ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Skills                        ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Addr.Type                     ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Addr.Loc.CountryRegion        ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Addr.Loc.State                ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Addr.Loc.City                 ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,Addr.PostalCode3              ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,EMail4                        ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,WebSite5                      ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidate                    ,ModifiedDate6                 ,date,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,JobCandidateID                ,integer,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.StartDate                 ,date,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.EndDate                   ,date,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.OrgName                   ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.JobTitle                  ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.Responsibility            ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.FunctionCategory          ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.IndustryCategory          ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.Loc.CountryRegion         ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.Loc.State                 ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEmployment          ,Emp.Loc.City                  ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,JobCandidateID                ,integer,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Level                     ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.StartDate                 ,date,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.EndDate                   ,date,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Degree                    ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Major                     ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Minor                     ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.GPA                       ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.GPAScale                  ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.School                    ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Loc.CountryRegion         ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Loc.State                 ,nvarchar,
AdventureWorks2012,HumanResources,vJobCandidateEducation           ,Edu.Loc.City3                 ,nvarchar,
AdventureWorks2012,Production    ,vProductAndDescription           ,ProductID                     ,integer,
AdventureWorks2012,Production    ,vProductAndDescription           ,Name                          ,nvarchar,
AdventureWorks2012,Production    ,vProductAndDescription           ,ProductModel                  ,nvarchar,
AdventureWorks2012,Production    ,vProductAndDescription           ,CultureID                     ,nvarchar,
AdventureWorks2012,Production    ,vProductAndDescription           ,Description                   ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,ProductModelID                ,integer,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Name                          ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Summary                       ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Manufacturer                  ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Copyright                     ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,ProductURL                    ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,WarrantyPeriod                ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,WarrantyDescription           ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,NoOfYears                     ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,MaintenanceDescription        ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Wheel                         ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Saddle                        ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Pedal3                        ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,BikeFrame4                    ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Crankset5                     ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,PictureAngle6                 ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,PictureSize7                  ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,ProductPhotoID8               ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Material9                     ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Color0                        ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,ProductLine1                  ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,Style2                        ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,RiderExperience3              ,nvarchar,
AdventureWorks2012,Production    ,vProductModelCatalogDescription  ,ModifiedDate5                 ,date,
AdventureWorks2012,Production    ,vProductModelInstructions        ,ProductModelID                ,integer,
AdventureWorks2012,Production    ,vProductModelInstructions        ,Name                          ,nvarchar,
AdventureWorks2012,Production    ,vProductModelInstructions        ,Instructions                  ,nvarchar,
AdventureWorks2012,Production    ,vProductModelInstructions        ,LocationID                    ,integer,
AdventureWorks2012,Production    ,vProductModelInstructions        ,SetupHours                    ,decimal,
AdventureWorks2012,Production    ,vProductModelInstructions        ,MachineHours                  ,decimal,
AdventureWorks2012,Production    ,vProductModelInstructions        ,LaborHours                    ,decimal,
AdventureWorks2012,Production    ,vProductModelInstructions        ,LotSize                       ,integer,
AdventureWorks2012,Production    ,vProductModelInstructions        ,Step                          ,nvarchar,
AdventureWorks2012,Production    ,vProductModelInstructions        ,ModifiedDate                  ,date,
AdventureWorks2012,Sales         ,vSalesPerson                     ,BusinessEntityID              ,integer,
AdventureWorks2012,Sales         ,vSalesPerson                     ,Title                         ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,FirstName                     ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,MiddleName                    ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,LastName                      ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,Suffix                        ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,JobTitle                      ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,PhoneNumber                   ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,PhoneNumberType               ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,EmailAddress                  ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,EmailPromotion                ,integer,
AdventureWorks2012,Sales         ,vSalesPerson                     ,AddressLine1                  ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,AddressLine23                 ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,City4                         ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,StateProvinceName5            ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,PostalCode6                   ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,CountryRegionName7            ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,TerritoryName8                ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,TerritoryGroup9               ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPerson                     ,SalesQuota0                   ,money,
AdventureWorks2012,Sales         ,vSalesPerson                     ,SalesYTD1                     ,money,
AdventureWorks2012,Sales         ,vSalesPerson                     ,SalesLastYear2                ,money,
AdventureWorks2012,Sales         ,SalesTerritoryHistory            ,BusinessEntityID              ,integer,
AdventureWorks2012,Sales         ,SalesTerritoryHistory            ,TerritoryID                   ,integer,
AdventureWorks2012,Sales         ,SalesTerritoryHistory            ,StartDate                     ,date,
AdventureWorks2012,Sales         ,SalesTerritoryHistory            ,EndDate                       ,date,
AdventureWorks2012,Sales         ,vSalesPersonSalesByFiscalYears   ,SalesPersonID                 ,integer,
AdventureWorks2012,Sales         ,vSalesPersonSalesByFiscalYears   ,FullName                      ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPersonSalesByFiscalYears   ,JobTitle                      ,nvarchar,
AdventureWorks2012,Sales         ,vSalesPersonSalesByFiscalYears   ,SalesTerritory                ,nvarchar,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,StateProvinceID               ,integer,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,StateProvinceCode             ,nvarchar,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,IsOnlyStateProvinceFlag       ,bit,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,StateProvinceName             ,nvarchar,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,TerritoryID                   ,integer,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,CountryRegionCode             ,nvarchar,
AdventureWorks2012,Person        ,vStateProvinceCountryRegion      ,CountryRegionName             ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,BusinessEntityID              ,integer,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,Name                          ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,AnnualSales                   ,money,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,AnnualRevenue                 ,money,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,BankName                      ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,BusinessType                  ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,YearOpened                    ,integer,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,Specialty                     ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,SquareFeet                    ,integer,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,Brands                        ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,Internet                      ,nvarchar,
AdventureWorks2012,Sales         ,vStoreWithDemographics           ,NumberEmployees               ,integer,
